Date,Open,High,Low,Close,Adj Close,Volume,MA_20,Volatility,RSI,MACD,MACD_Signal,BB_Mid,BB_Upper,BB_Lower
2024-01-02,139.60000610351562,140.61500549316406,137.74000549316406,139.55999755859375,139.4013671875,20071900,,,,0.0,0.0,,,
2024-01-03,138.60000610351562,141.08999633789062,138.42999267578125,140.36000061035156,140.20045471191406,18974300,,,,0.06381790726274517,0.012763581452549034,,,
2024-01-04,139.85000610351562,140.63499450683594,138.00999450683594,138.0399932861328,137.88308715820312,18253300,,,,-0.07198138678262467,-0.004185412194485706,,,
2024-01-05,138.3520050048828,138.80999755859375,136.85000610351562,137.38999938964844,137.2338409423828,15433200,,,,-0.22940790933793664,-0.0492299116231759,,,
2024-01-08,138.0,140.63999938964844,137.8800048828125,140.52999877929688,140.37026977539062,17645300,,,,-0.09964916049233352,-0.059313761397007427,,,
2024-01-09,140.05999755859375,142.8000030517578,139.7899932861328,142.55999755859375,142.39794921875,19579700,,,,0.1650865044501586,-0.014433708227574223,,,
2024-01-10,142.52000427246094,144.52499389648438,142.4600067138672,143.8000030517578,143.6365509033203,16641900,,,,0.4695369763874453,0.08236042869542969,,,
2024-01-11,144.89500427246094,146.66000366210938,142.21499633789062,143.6699981689453,143.50669860839844,17471100,,,,0.6923449398018136,0.20435733091670646,,,
2024-01-12,144.33999633789062,144.74000549316406,143.36000061035156,144.24000549316406,144.0760498046875,13995200,,,,0.9044902824168446,0.3443839212167341,,,
2024-01-16,143.42999267578125,145.83999633789062,143.05599975585938,144.0800018310547,143.91622924804688,19198900,,,,1.0476296144692867,0.48503305986724465,,,
2024-01-17,142.91000366210938,143.41000366210938,140.50999450683594,142.88999938964844,142.7275848388672,17884500,,,,1.052908046085122,0.5986080571108201,,,
2024-01-18,143.44000244140625,145.5850067138672,143.35000610351562,144.99000549316406,144.8251953125,18876800,,,,1.2125664717502502,0.7213997400387062,,,
2024-01-19,146.30499267578125,148.0399932861328,145.8000030517578,147.97000122070312,147.8018035888672,27170900,,,,1.5615570174539641,0.8894311955217579,,,
2024-01-22,148.7100067138672,150.01499938964844,147.5800018310547,147.7100067138672,147.5421142578125,21829200,,,73.19293875909815,1.7964468345687692,1.0708343233311601,,,
2024-01-23,147.72000122070312,148.86000061035156,147.19000244140625,148.67999267578125,148.51100158691406,14113600,,,74.59544475152217,2.0373827869958063,1.2641440160640893,,,
2024-01-24,150.2899932861328,151.57000732421875,149.83999633789062,150.35000610351562,150.17910766601562,19245000,,,75.73414671535429,2.3361526780100803,1.4785457484532876,,,
2024-01-25,151.74000549316406,154.75999450683594,151.22000122070312,153.63999938964844,153.46536254882812,21495100,,,88.27282229130354,2.8060584367810293,1.744048286118836,,,
2024-01-26,152.8699951171875,154.11000061035156,152.8000030517578,153.7899932861328,153.6151885986328,19494500,,,91.24745942759598,3.1542056704461174,2.0260797629842924,,,
2024-01-29,153.63999938964844,155.1999969482422,152.9199981689453,154.83999633789062,154.66400146484375,20909300,,,90.21919810341663,3.474786160546813,2.315821042496797,,,
2024-01-30,154.00999450683594,155.0399932861328,152.77499389648438,153.0500030517578,152.87603759765625,26578900,145.60699996948242,5.414402134632592,79.88605033921456,3.5435630212983256,2.5613694382571026,145.60699996948242,156.4358042387476,134.77819570021722
2024-01-31,145.38999938964844,145.58999633789062,141.5500030517578,141.8000030517578,141.63882446289062,43908600,145.71900024414063,5.30479110744323,46.37155265390007,2.659629644151522,2.5810214794359867,145.71900024414063,156.3285824590271,135.10941802925416
2024-02-01,143.69000244140625,144.6199951171875,142.25999450683594,142.7100067138672,142.54779052734375,25526900,145.8365005493164,5.204928857062287,48.30629573195355,2.009372963943804,2.46669177633755,145.8365005493164,156.24635826344098,135.42664283519184
2024-02-02,140.88999938964844,143.8800048828125,138.1699981689453,143.5399932861328,143.3768310546875,42116900,146.11150054931642,4.9081582130351045,48.77620139057838,1.543223519814262,2.2819981250328927,146.11150054931642,155.92781697538663,136.2951841232462
2024-02-05,144.0399932861328,146.6699981689453,143.91000366210938,144.92999267578125,144.7652587890625,29254400,146.48850021362304,4.473307543987913,51.42472621879887,1.2713032682338792,2.07985915367309,146.48850021362304,155.43511530159887,137.5418851256472
2024-02-06,145.9600067138672,146.74000549316406,144.52000427246094,145.41000366210938,145.24472045898438,21517700,146.73250045776368,4.259156207296108,54.326933405714826,1.0820640242442607,1.8803001277873244,146.73250045776368,155.25081287235588,138.21418804317148
2024-02-07,146.1199951171875,147.0,145.2100067138672,146.67999267578125,146.5132598876953,21436100,146.93850021362306,4.144826064537604,52.98690245095634,1.0227781102519202,1.7087957242802436,146.93850021362306,155.22815234269825,138.64884808454786
2024-02-08,146.97000122070312,147.61000061035156,146.4199981689453,147.22000122070312,147.0526580810547,18241300,147.1095001220703,4.078546812983807,48.54932164731327,1.0077510460607755,1.56858678863635,147.1095001220703,155.2665937480379,138.9524064961027
2024-02-09,147.9499969482422,150.69500732421875,147.42999267578125,150.22000122070312,150.04925537109375,21877700,147.4370002746582,4.050706594686195,54.389640027902416,1.2238096020812748,1.499631351325335,147.4370002746582,155.53841346403058,139.33558708528582
2024-02-12,149.5399932861328,150.58999633789062,148.55999755859375,148.72999572753906,148.56094360351562,17236100,147.66149978637696,3.9881357958817976,50.08588638046959,1.2602788633026876,1.4517608537208055,147.66149978637696,155.63777137814057,139.68522819461336
